employee_id,full_name,age,gender,email,phone,city,country,department,job_title,employment_type,education_level,join_date,exit_date,years_of_experience,annual_salary,bonus_percentage,performance_rating,nps_score,projects_completed,training_hours,remote_work,last_promotion_year,manager_id,team_size,monthly_leaves_taken,attrition_risk,salary_currency,linkedin_profile,contract_end_date
EMP3783,Isabella Williams,53,Prefer not to say,isabella.williams@yahoo.com,,Singapore,Singapore,Customer Support,Support Agent,Contract,BE/BTech,12-Jan-16,,7,487320,28.66,Outstanding,7,7,82.85,TRUE,2010,EMP3035,14,3.6,High,INR,linkedin.com/in/isabellawilliams466,
EMP3886,James Johnson,41,Prefer not to say,james.johnson@yahoo.com,9.17715E+11,Delhi,India,Marketing,SEO Specialist,Full-Time,Bachelor's,18-10-2017,,6,1311563,36.49,3,6,16,82.25,FALSE,,EMP2444,18,0.2,High,USD,linkedin.com/in/jamesjohnson406,
EMP1374,Amit Brown,49,Female,amit.brown@company.in,(487) 800-6581,Dubai,UAE,Legal,Senior Counsel,Full-Time,  ,24-12-2012,,11,1000799,8.15,Below Average,3,0,174.93,TRUE,2013,EMP3419,13,3.7,Low,AUD,linkedin.com/in/amitbrown754,
EMP1398,Lucas Wilson,37,Female,lucas.wilson@hotmail.com,9.1962E+11,Ahmedabad,India,Customer Support,Team Lead,Full-Time,MCA,27-Mar-21,,2,682617,13.81,Outstanding,3,47,7.76,FALSE,2022,EMP3022,5,2.6,low,AUD,,
EMP2254,Mia Garcia,2,Male,mia.garcia@corp.com,(261) 353-3477,Singapore,Singapore,Operations,Operations Analyst,Intern,MCA,27-Aug-20,,3,628212,15.32,Excellent,6,16,171.78,TRUE,2016,EMP3294,1,4.7,Low,GBP,linkedin.com/in/miagarcia381,
EMP2471,Anjali Pillai,32,Prefer not to say,anjali.pillai@outlook.com,-2194,Ahmedabad,India,Legal,Legal Manager,Full-Time,High School,10-Dec-19,,4,-1470233,38.77,Average,0,7,69.82,FALSE,,EMP3824,9,1.1,Low,INR,,
EMP2319,Deepak Mehta,58,Prefer not to say,deepak.mehta@hotmail.com,-1789,Kolkata,India,Engineering,Lead Engineer,Intern,Associate,04-01-2023,,0,1598188,9.79,Average,10,48,62.08,TRUE,2012,EMP3734,18,4.8,High,AUD,linkedin.com/in/deepakmehta929,
EMP2504,Mason Williams,36,Female,mason.williams@yahoo.com,-7366135366,Kolkata,India,Engineering,DevOps Engineer,,BE/BTech,10-10-2011,29-04-2024,12,2738179,38.58,Below Average,2,6,,TRUE,2016,EMP2258,16,1.7,Medium,AUD,linkedin.com/in/masonwilliams652,
EMP3981,Pooja Chatterjee,46,Prefer not to say,  pooja.chatterjee@corp.com  ,-9955338157,Ahmedabad,India,Product,Product Analyst,Full-Time,High School,29-04-2011,21-07-2020,12,945197,34.86,Outstanding,1,25,92.95,FALSE,2022,EMP3968,19,4.7,Low,INR,linkedin.com/in/poojachatterjee981,
EMP1394,Sophia Gupta,44,Male,sophia.gupta@hotmail.com,9937675237,Singapore,Singapore,Finance,Financial Analyst,Part-Time,PhD,18-04-2010,,13,723434,11.24,Below Average,3,50,56.93,FALSE,2022,EMP1932,1,4.9,High,USD,linkedin.com/in/sophiagupta933,
EMP3027,Aarav Kumar,51,Prefer not to say,aarav.kumar@corp.com,(885) 126-4539,Toronto,Canada,Operations,Operations Analyst,Contract,BE/BTech,21-Nov-20,,3,552704,,Below Average,9,6,23.49,FALSE,2023,EMP2468,12,4.8,Low,GBP,linkedin.com/in/aaravkumar165,21-10-2025
EMP1462,Liam Malhotra,,Female,liam.malhotra@company.in,-10057,Hyderabad,India,Marketing,Content Strategist,Full-Time,BE/BTech,07-14-2021,,2,908017,22.16,Outstanding,1,18,147.23,TRUE,2011,EMP1691,7,3,Low,CAD,linkedin.com/in/liammalhotra286,
EMP2913,Mia Rao,790,Male,mia.rao@yahoo.com,9.18657E+11,Singapore,Singapore,Sales,VP Sales,Intern,BE/BTech,03-06-2021,,2,1839721,11.03,Outstanding,4,-3,146.71,TRUE,2021,EMP1953,15,0.4,High,CAD,,
EMP1699,Lucas Garcia,33,Prefer not to say,lucas.garcia@yahoo.com,7284887230,San Francisco,USA,HR,HR Manager,Contract,High School,09-03-2010,,13,657881,,Good,0,35,14.08,TRUE,2020,EMP3869,8,4,Low,CAD,,09-05-2025
EMP1873,Rohan Wilson,54,Female,rohan.wilson@hotmail.com,(956) 363-4383,Dubai,UAE,Marketing,Content Strategist,Full-Time,BE/BTech,12-05-2020,,3,938694,36.22,Excellent,1,30,135.1,FALSE,2010,EMP3196,3,3,Low,AUD,linkedin.com/in/rohanwilson364,
EMP1282,Meena Gupta,39,Prefer not to say,meena.gupta@yahoo.com,(409) 986-6243,Dubai,UAE,Legal,Senior Counsel,Intern,PhD,06-09-2016,,7,1098656,17.26,Excellent,9,12,73.9,1,2015,EMP2741,,4.4,High,AUD,linkedin.com/in/meenagupta28,
EMP1613,Evelyn Shah,35,Female,evelyn.shah@gmail.com,(900) 733-8028,Hyderabad,India,Marketing,Marketing Manager,Part-Time,MBA,02-16-2012,25-08-2022,11,919734,28.24,Below Average,7,10,133.16,No,2023,EMP3315,3,,Low,GBP,linkedin.com/in/evelynshah932,
EMP2006,Sunita Verma,52,Non-Binary,sunita.verma@gmail.com,-7580765405,San Francisco,USA,Customer Support,Senior Agent,Part-Time,Bachelor's,19-Sep-15,,8,0,21.78,Average,1,3,195,TRUE,2018,EMP1738,,1.2,Low,USD,linkedin.com/in/sunitaverma846,
EMP1053,James Gupta,51,Male,james.gupta@gmail.com,(821) 564-3509,Toronto,Canada,Legal,CLO,Intern,PhD,01-27-2016,,7,2358884,151.8,Average,5,28,138.98,FALSE,2024,EMP3947,13,2.2,low,INR,linkedin.com/in/jamesgupta965,
EMP3750,Oliver Sharma,45,Female,oliver.sharma@corp.com,8930575142,Bangalore,India,Finance,CFO,Part-Time,Associate,23-05-2013,14-07-2020,10,0,15.06,Below Average,,45,68.32,No,2020,EMP3189,10,1.4,Low,INR,linkedin.com/in/oliversharma968,
EMP1090,Rajesh Patel,37,Non-Binary,rajesh.patel@company.in,-3785,Dubai,UAE,Sales,Sales Manager,Intern,High School,07-May-23,,0,1099675,14.06,Excellent,8,25,156.79,TRUE,2019,EMP2600,6,2,High,INR,linkedin.com/in/rajeshpatel235,14-12-2024
EMP1425,Emma Mehta,49,Female,emma.mehta@hotmail.com,9.18323E+11,Mumbai,India,Finance,Finance Manager,Part-Time,Bachelor's,11-06-2010,05-02-2021,13,1261122,13.06,Good,8,8,73.35,TRUE,,EMP2713,19,2.3,Low,INR,linkedin.com/in/emmamehta526,
EMP1853,Emma Smith,23,Female,emma.smith@company.in,9644627939,Pune,India,Engineering,Senior SWE,Part-Time,High School,27-Jul-22,,1,1191866,81.24,Average,5,7,24.04,FALSE,2019,EMP2027,,0.5,Medium,GBP,linkedin.com/in/emmasmith894,
EMP3616,Rahul Jones,37,Prefer not to say,rahul.jones@hotmail.com,-7493,Dubai,UAE,Legal,CLO,Part-Time,Bachelor's,05-10-2011,,12,2208292,3.46,Good,6,17,136.1,TRUE,2015,EMP1089,19,3.1,High,AUD,linkedin.com/in/rahuljones615,
EMP3106,Logan Chopra,29,Non-Binary,logan.chopra@yahoo.com,(777) 205-6896,San Francisco,USA,Product,Senior PM,Contract,PhD,06-12-2023,,0,1387556,4.94,Below Average,5,19,3.4,TRUE,2017,EMP1095,14,2.9,Medium,INR,linkedin.com/in/loganchopra328,
EMP1815,Neha Moore,727,Male,neha.moore@corp.com,(849) 432-8930,London,UK,Finance,Financial Analyst,Full-Time,Bachelor's,09-Sep-22,,1,849737,10.45,Excellent,10,32,66.45,TRUE,2022,EMP1211,18,2,Medium,USD,linkedin.com/in/nehamoore468,
EMP2543,Ava Miller,54,Non-Binary,ava.miller@gmail.com,-10546,Dubai,UAE,Customer Support,Support Manager,Part-Time,Associate,04-27-2011,,19,851123,27.19,Average,3,32,139.98,FALSE,2022,EMP3559,14,0.4,Medium,CAD,linkedin.com/in/avamiller876,
EMP2912,Vikram Shah,724,Prefer not to say,vikram.shah@outlook.com,-9563456089,Sydney,Australia,Operations,Supply Chain Analyst,Contract,PhD,11-Jan-18,,5,1025075,16.84,Below Average,4,30,60.03,TRUE,2012,EMP3697,6,0.4,Low,USD,linkedin.com/in/vikramshah569,
EMP3893,Harper Pillai,,Non-Binary,harper.pillai@outlook.com,,Sydney,Australia,Product,Product Manager,Intern,Master's,01-Dec-12,,11,1191286,20.4,Excellent,,28,21.55,,2016,,2,4.1,Medium,CAD,linkedin.com/in/harperpillai930,
EMP2404,Jackson Moore,44,Prefer not to say,jackson.moore@corp.com,-9450872287,Toronto,Canada,Data Science,Senior Data Scientist,Full-Time,Bachelor's,07-27-2015,,8,1775132,39.01,Outstanding,8,39,137.32,,2022,EMP2173,5,3.5,High,,linkedin.com/in/jacksonmoore105,
EMP3648,Rahul Malhotra,39,Male,rahul.malhotra@corp.com,9.19977E+11,Sydney,Australia,Engineering,DevOps Engineer,Full-Time,PhD,Not Available,,6,2608561,35.71,Below Average,8,37,116.35,TRUE,2016,EMP1820,13,2.4,High,GBP,linkedin.com/in/rahulmalhotra607,
EMP2043,Pooja Joshi,41,Female,pooja.joshi@outlook.com,7812198687,Toronto,Canada,Product,Group PM,Intern,High School,06-Feb-20,08-02-2021,3,1953405,19.98,Good,2,27,51.41,TRUE,2018,EMP1705,7,1.2,Medium,USD,linkedin.com/in/poojajoshi428,
EMP1165,Kiran Das,52,Non-Binary,kiran.das@hotmail.com,(873) 270-9818,Ahmedabad,India,Sales,VP Sales,Contract,Associate,04-May-14,,14,1831730,27.67,Outstanding,7,34,25.73,TRUE,,EMP3286,17,,High,INR,linkedin.com/in/kirandas856,
EMP3914,Ava Kumar,58,Non-Binary,ava.kumar@company.in,-4945,Pune,India,Product,CPO,Part-Time,Bachelor's,16-08-2018,,12,2559481,18.96,Below Average,7,10,168.57,TRUE,2010,EMP2136,16,3.5,Medium,AUD,linkedin.com/in/avakumar837,
EMP2043,Ava Smith,25,Male,ava.smith@hotmail.com,9751310458,San Francisco,USA,Product,Senior PM,Full-Time,MBA,02-Mar-10,26-11-2022,13,1538226,64.9,Below Average,2,43,133.55,TRUE,2018,EMP2546,9,0.9,High,AUD,linkedin.com/in/avasmith632,09-09-2026
EMP3851,Harper Chopra,33,Prefer not to say,harper.chopra@hotmail.com,9.17513E+11,Hyderabad,India,Legal,Senior Counsel,Contract,  ,06-17-2021,,13,987488,31.05,Excellent,3,28,182.3,TRUE,2010,EMP2321,20,1.5,High,GBP,linkedin.com/in/harperchopra980,19-05-2024
EMP2205,Pooja Kumar,23,femal,pooja@kumar,7495556316,Toronto,Canada,engeneering,Support Agent,Part-Time,PhD,01-25-2019,11-08-2020,4,-458300,33.97,Excellent,5,21,98.62,TRUE,2013,EMP1324,3,4.3,Medium,AUD,linkedin.com/in/poojakumar21,
EMP1754,,23,Prefer not to say,james.malhotra@yahoo.com,,Ahmedabad,India,Sales,VP Sales,Intern,Associate,12-Sep-13,,13,1879814,28.54,Below Average,1,42,96.95,TRUE,2018,EMP3853,,2.6,High,CAD,linkedin.com/in/jamesmalhotra455,10-01-2024
EMP1371,Abigail Davis,28,Non-Binary,abigail.davis@corp.com,-7509,Pune,India,HR,HR Manager,Full-Time,MCA,22-Mar-15,,8,733398,5.47,Good,9,7,49.36,TRUE,2010,EMP2198,12,2.1,Low,,,01-08-2026
EMP3967,DEEPAK SHARMA,3,Male,deepak.sharma@corp.com,-8794679109,Ahmedabad,India,Operations,Logistics Coordinator,Contract,MBA,27-Jul-21,,2,1245920,18.46,Outstanding,9,6,69.34,FALSE,2023,EMP2243,3,4.6,Low,USD,,16-12-2025
EMP1781,Rohan Kumar,57,Non-Binary,rohan.kumar@gmail.com,,Mumbai,India,Data Science,Head of Data,Full-Time,MCA,04-04-2018,,5,2837516,6.98,Excellent,4,13,127.34,FALSE,2019,EMP3689,9,3.6,Medium,,linkedin.com/in/rohankumar893,06-07-2026
EMP3464,Evelyn Malhotra,48,Non-Binary,evelyn.malhotra@hotmail.com,(317) 922-3108,Singapore,Singapore,Sales,Sales Manager,Intern,BE/BTech,24-Mar-19,,4,1035567,12.8,,7,7,159.07,1,2013,EMP2555,7,4.5,Low,CAD,linkedin.com/in/evelynmalhotra609,
EMP3723,Emma Miller,38,Male,emma.miller@company.in,-8221723197,Ahmedabad,India,HR,HR Executive,Full-Time,Bachelor's,13-12-2017,,9,563759,34.14,Below Average,9,18,88.42,FALSE,2023,,,4,low,GBP,linkedin.com/in/emmamiller833,
EMP2245,Rajesh Smith,29,Prefer not to say,rajesh.smith@outlook.com,-7136577347,London,UK,Marketing,Content Strategist,Full-Time,PhD,01-Feb-19,01-04-2024,4,922098,20.53,Outstanding,8,50,101.38,TRUE,2022,EMP3675,20,2.7,Low,AUD,linkedin.com/in/rajeshsmith86,
EMP3727,Sophia Shah,27,Female,sophia.shah@corp.com,-7500304230,Sydney,Australia,Customer Support,VP Support,Part-Time,MBA,22-07-2010,,13,1110663,3.67,Average,6,9,119.82,FALSE,,EMP2020,1,2.3,High,AUD,linkedin.com/in/sophiashah145,15-11-2026
EMP1118,kiran garcia,53,Female,kiran.garcia@gmail.com,9202422429,Dubai,UAE,Marketing,Marketing Manager,Part-Time,Associate,08-19-2012,,11,725664,32.33,Excellent,4,46,41.97,TRUE,,EMP3045,13,0.6,Low,GBP,linkedin.com/in/kirangarcia347,
EMP1549,Ava Rao,51,Prefer not to say,ava.rao@@outlook.com,-7254,Toronto,Canada,Finance,Controller,Intern,PhD,18-12-2021,,2,1424519,35,Below Average,0,9,,1,2022,EMP3218,7,4.9,Medium,CAD,linkedin.com/in/avarao193,
EMP1954,Lucas Iyer,33,Male,lucas@iyer,(971) 224-9559,Mumbai,India,Engg,HR Executive,Contract,Associate,06-Sep-20,,3,490406,21.02,Average,4,49,138.07,TRUE,2015,EMP1154,7,1.6,High,CAD,linkedin.com/in/lucasiyer118,
EMP1435,Arjun Miller,36,Prefer not to say,arjun.miller@gmail.com,(294) 148-4679,Dubai,UAE,Product,Group PM,Part-Time,Master's,09-04-2012,,11,1743530,25.31,Outstanding,7,14,142.56,FALSE,2024,EMP3644,9,2.4,Medium,CAD,linkedin.com/in/arjunmiller702,14-09-2025
EMP3207,Amit Shah,28,Male,amit.shah@hotmail.com,(201) 595-3855,Chennai,India,Engineering,Senior SWE,Part-Time,Associate,23-03-2017,,6,1066953,7.14,Excellent,7,28,38.62,FALSE,2018,EMP1104,14,1.2,Medium,GBP,linkedin.com/in/amitshah597,
EMP2545,,60,Non-Binary,,,Kolkata,India,Product,Senior PM,Part-Time,MCA,03-15-2019,,4,1227141,33.57,Outstanding,4,8,1.19,FALSE,2020,EMP2232,1,3.1,Low,,linkedin.com/in/isabellabose124,
EMP1831,Kiran Wilson,,Non-Binary,kiran.wilson@yahoo.com,-3510,Delhi,India,Finance,Finance Manager,Part-Time,Associate,10-09-2021,,2,1357172,24.2,Good,9,41,3.16,FALSE,2022,EMP1892,14,0.6,low,CAD,linkedin.com/in/kiranwilson453,
EMP1120,Sophia Verma,26,Prefer not to say,sophia.verma@corp.com,(525) 190-4450,Sydney,Australia,Engineering,Senior SWE,,MBA,11-May-20,,3,-1111558,11.22,Excellent,6,6,56.59,TRUE,2011,EMP2051,15,2.9,Medium,USD,linkedin.com/in/sophiaverma193,
EMP1653,Arjun Smith,33,Non-Binary,arjun.smith@outlook.com,9.18007E+11,Chennai,India,Sales,Sales Manager,Contract,MCA,05-Oct-14,17-07-2021,9,1024466,4.28,Good,4,19,192.48,FALSE,2010,EMP2275,13,1.3,Low,INR,linkedin.com/in/arjunsmith222,
EMP1008,Mia Smith,35,Prefer not to say,mia.smith@corp.com,-8638466329,Chennai,India,Customer Support,Senior Agent,Full-Time,High School,29-12-2011,10-01-2023,12,509743,39.77,Below Average,0,1,24.01,TRUE,2012,EMP3693,7,0.1,Low,CAD,linkedin.com/in/miasmith10,29-06-2025
EMP1466,Vikram Davis,45,Prefer not to say,vikram.davis@gmail.com,,Sydney,Australia,HR,HR Executive,Full-Time,MCA,25-Sep-18,,5,482595,31.57,Average,0,30,124.42,TRUE,2010,EMP3601,5,,Medium,AUD,linkedin.com/in/vikramdavis871,30-05-2026
EMP2261,Isabella Kumar,35,Male,isabella.kumar@hotmail.com,,Delhi,India,Sales,Account Executive,Part-Time,Associate,02-28-2012,,11,1432041,36.67,Good,6,24,82.59,TRUE,2014,EMP2153,6,2.5,Medium,INR,linkedin.com/in/isabellakumar205,
EMP3131,Rahul Nair,58,Non-Binary,rahul.nair@gmail.com,8290179211,San Francisco,USA,Data Science,Data Analyst,Intern,Master's,14-05-2010,,13,901805,29.37,GOOD,2,15,162.21,TRUE,2020,EMP1046,13,2.6,High,AUD,linkedin.com/in/rahulnair157,15-03-2026
EMP1692,Aarav Kumar,41,femal,aarav.kumar@company.in,,Hyderabad,India,Marketing,Marketing Manager,Full-Time,Bachelor's,04-01-2022,,1,926591,39.61,Below Average,10,0,113.07,0,2014,EMP1112,18,1.6,Medium,,linkedin.com/in/aaravkumar784,13-06-2024
EMP1451,Charlotte Malhotra,35,Non-Binary,charlotte.malhotra@gmail.com,-8477203819,Mumbai,India,Engineering,Senior SWE,Intern,MCA,10-31-2020,,3,-1188219,17.89,Below Average,10,15,4.35,FALSE,,EMP3865,4,3,High,INR,linkedin.com/in/charlottemalhotra584,19-01-2025
EMP1877,Meena Rao,48,Prefer not to say,meena.rao@company.in,9.17068E+11,New York,USA,Sales,Senior Sales Rep,Contract,Master's,22-Apr-22,,1,993447,29.68,Outstanding,2,31,138.7,FALSE,2020,,10,2.9,Medium,INR,linkedin.com/in/meenarao988,
EMP3423,William Williams,44,Female,william.williams@yahoo.com,9.17409E+11,Bangalore,India,Customer Support,VP Support,Contract,Associate,19-Nov-17,,6,1349375,17.72,Average,6,45,43.55,TRUE,2012,EMP3260,10,0.6,Low,CAD,linkedin.com/in/williamwilliams637,
EMP3802,Rahul Patel,29,Non-Binary,rahul.patel@corp.com,9.19519E+11,Toronto,Canada,Legal,Legal Manager,Intern,BE/BTech,16-02-2021,,2,1633841,24.78,Average,4,45,147.34,FALSE,2021,EMP1398,,4.3,HIGH,USD,linkedin.com/in/rahulpatel869,
EMP2051,Neha Reddy,30,Female,neha.reddy@hotmail.com,9.17878E+11,Ahmedabad,India,Marketing,Marketing Manager,Full-Time,Bachelor's,26-12-2010,04-11-2022,13,867903,10.18,Good,,-5,152.1,FALSE,2010,EMP2089,6,4.4,Medium,CAD,linkedin.com/in/nehareddy384,
EMP3225,Harper Miller,47,Female,harper.miller@hotmail.com,-8196,San Francisco,USA,Sales,VP Sales,Part-Time,Master's,Not Available,,8,1837497,71.59,Average,0,8,65.42,Yes,,EMP3694,20,0,Low,INR,,01-10-2025
EMP1883,Meena Rao,41,Non-Binary,meena.rao@gmail.com,-7719858469,Mumbai,India,Data Science,Senior Data Scientist,Contract,MCA,06-Sep-15,,8,1991372,11.61,Below Average,6,-6,85.43,No,,EMP1805,2,2.5,High,USD,linkedin.com/in/meenarao873,
EMP3189,Harper Kumar,34,Prefer not to say,harper.kumar@outlook.com,-7683,Mumbai,India,Product,Product Analyst,Intern,Bachelor's,14-Aug-18,05-05-2023,5,"â‚¹889,586",3.42,Below Average,9,42,155.07,No,2014,EMP1229,20,1.7,Low,AUD,linkedin.com/in/harperkumar120,25-10-2025
EMP1805,Sunita Wilson,288,Prefer not to say,sunita.wilson@company.in,9.19644E+11,Dubai,UAE,Data Science,ML Engineer,Part-Time,High School,14-Jun-16,13-03-2024,7,1381280,18.94,Excellent,3,11,9,TRUE,,EMP1897,14,4,Medium,CAD,linkedin.com/in/sunitawilson12,23-08-2025
EMP3669,amit reddy,30,Male,amit.reddy@company.in,-7136973595,Singapore,Singapore,Finance,Financial Analyst,Full-Time,Associate,26-07-2020,,3,866515,26.19,Average,6,32,148.97,FALSE,2022,EMP2726,20,3,High,GBP,linkedin.com/in/amitreddy89,
EMP2366,Rohan Patel,42,male,rohan@patel,-9666190211,Hyderabad,India,Customer Support,Support Manager,Part-Time,Master's,09-12-2021,,2,940490,29.11,GOOD,5,13,73.22,FALSE,2018,EMP1539,1,0.6,High,GBP,linkedin.com/in/rohanpatel912,08-11-2025
EMP3021,anjali malhotra,37,Male,anjali.malhotra@corp.com,,Mumbai,India,Slaes,Senior Analyst,Full-Time,Bachelor's,23-10-2018,27-02-2021,5,1055867,183.55,Below Average,6,15,166.9,FALSE,2019,EMP1623,6,1.6,Medium,INR,linkedin.com/in/anjalimalhotra268,
EMP2014,Nisha Mehta,34,,nisha.mehta@company.in,-9301418955,Chennai,India,Sales,Senior Sales Rep,Contract,High School,02-28-2017,,6,987437,18.03,1,7,32,157.44,FALSE,2022,EMP1064,16,3,Low,AUD,linkedin.com/in/nishamehta943,
EMP1809,Sneha Das,56,F,sneha.das@corp.com,9.17271E+11,London,UK,Product,Product Manager,Part-Time,MCA,Not Available,28-07-2021,3,976390,11.42,,10,2,126.5,FALSE,2022,EMP1152,19,3.4,Medium,GBP,linkedin.com/in/snehadas657,02-04-2026
EMP3639,Amelia Jones,47,Prefer not to say,amelia.jones@company.in,9.2E+11,Delhi,India,Legal,Associate,Full-Time,MCA,24-Jun-15,,8,1377294,12.55,Good,53,29,172.06,FALSE,2016,EMP2651,10,2.9,Low,INR,,10-05-2024
EMP1381,Ethan Mehta,36,Male,ethan.mehta@yahoo.com,,Ahmedabad,India,Marketing,SEO Specialist,Full-Time,Master's,06-05-2016,,7,1268693,,Average,32,20,91.38,TRUE,2023,EMP2884,12,4.1,Low,USD,linkedin.com/in/ethanmehta71,
EMP3637,Oliver Desai,46,Female,oliver.desai@gmail.com,7115562798,Mumbai,India,Operations,Operations Analyst,Part-Time,Master's,20-Jun-21,,2,0,34.78,Good,9,29,113.39,FALSE,2010,EMP3654,5,2.3,High,USD,linkedin.com/in/oliverdesai808,13-05-2025
EMP2458,Emma Gupta,33,Prefer not to say,emma.gupta@@hotmail.com,9.19891E+11,Sydney,Australia,Finance,Controller,Full-Time,High School,09-02-2019,,4,1527456,13.73,,0,36,38.45,FALSE,,EMP3568,5,2.5,Medium,GBP,linkedin.com/in/emmagupta795,
EMP3131,,48,Prefer not to say,noah.patel@outlook.com,7093631312,Ahmedabad,India,Data Science,ML Engineer,Intern,Associate,03-11-2016,02-01-2023,7,1584216,37.57,avg,5,36,19.71,FALSE,2019,EMP3710,7,2,Medium,CAD,linkedin.com/in/noahpatel490,
EMP3413,William Sharma,26,Prefer not to say,william.sharma@yahoo.com,(875) 618-6716,Chennai,India,Engineering,Lead Engineer,Part-Time,High School,18-11-2010,,13,1373328,31.05,Outstanding,0,14,189.71,FALSE,2016,,1,1.7,High,AUD,,
EMP3006,Isabella Shah,46,Male,isabella.shah@gmail.com,-9024253769,Singapore,Singapore,Operations,Logistics Coordinator,Part-Time,Bachelor's,04-05-2021,,2,1296949,11.73,Average,1,41,14.4,FALSE,2010,EMP3822,20,1.8,High,GBP,,
EMP1440,Anjali Iyer,40,Non-Binary,anjali.iyer@corp.com,9.19327E+11,London,UK,Product,Senior PM,Part-Time,Master's,10-Jun-14,,9,1460968,18.24,Average,1,50,10.9,TRUE,2017,EMP2694,3,3.6,Medium,GBP,,
EMP3620,Neha Brown,60,Female,neha@brown,9.19494E+11,London,UK,Operations,Operations Analyst,Intern,PhD,23-Nov-18,,5,573164,7.49,Outstanding,100,28,17.13,TRUE,2023,EMP2213,,4.6,High,GBP,,18-08-2025
EMP3543,Ava Johnson,34,Prefer not to say,ava.johnson@corp.com,7892874500,London,UK,Marketing,Content Strategist,Contract,PhD,04-24-2023,,0,892000,34.73,Outstanding,6,12,196.64,TRUE,2010,EMP2653,17,0.7,High,AUD,linkedin.com/in/avajohnson342,25-02-2025
EMP1945,Charlotte Jones,51,Prefer not to say,charlotte.jones@gmail.com,-8435,San Francisco,USA,Sales,Account Executive,Full-Time,High School,29-07-2011,08-05-2024,12,1286603,6.74,Average,4,39,151.99,TRUE,2017,EMP1718,16,4.5,Low,AUD,linkedin.com/in/charlottejones676,
EMP3353,Rajesh Johnson,,Prefer not to say,rajesh.johnson@company.in,-3981,Hyderabad,India,engeneering,Data Scientist,Full-Time,BE/BTech,27-05-2022,,1,1397405,13.98,Below Average,3,-8,11.76,TRUE,2022,,11,1.4,Low,INR,linkedin.com/in/rajeshjohnson402,
EMP3228,VIKRAM SMITH,24,Prefer not to say,vikram.smith@company.in,9.18854E+11,Sydney,Australia,Customer Support,Team Lead,Intern,PhD,29-Mar-13,21-07-2021,10,-698077,26.94,Outstanding,2,31,158.69,,2022,,8,4,Low,USD,linkedin.com/in/vikramsmith557,
EMP3087,Isabella Garcia,37,Male,isabella@garcia,(464) 612-7639,Bangalore,India,Customer Support,Team Lead,Part-Time,High School,09-02-2010,,13,770352,22.2,Outstanding,4,8,14.72,TRUE,2022,EMP1568,14,2.9,Low,GBP,linkedin.com/in/isabellagarcia713,
EMP1704,Noah Bose,576,Female,noah.bose@company.in,9.19382E+11,Hyderabad,India,Product,Group PM,Part-Time,MCA,08-06-2012,,11,"â‚¹1,885,822",16.67,,8,33,169.49,FALSE,,EMP1336,13,4.6,Medium,CAD,,13-05-2024
EMP3448,Anjali Johnson,23,Female,anjali.johnson@gmail.com,9.19975E+11,Chennai,India,Legal,CLO,Contract,PhD,06-07-2020,,3,2131203,39.4,Excellent,1,36,50.43,FALSE,2012,EMP1161,5,,Low,CAD,linkedin.com/in/anjalijohnson328,19-02-2024
EMP1575,Charlotte Shah,24,Male,charlotte.shah@yahoo.com,9.19929E+11,San Francisco,USA,Sales,Account Executive,Part-Time,Master's,01-20-2011,15-07-2022,12,1556174,,Outstanding,1,20,,No,2014,EMP3484,13,3.2,Medium,AUD,linkedin.com/in/charlotteshah126,
EMP3527,Sunita Bose,811,Prefer not to say,sunita.bose@outlook.com,,Sydney,Australia,Marketing,Content Strategist,Full-Time,Associate,05-02-2013,22-06-2023,10,1125841,13.76,Below Average,8,34,197.88,FALSE,2016,EMP1711,19,3.7,High,,linkedin.com/in/sunitabose971,
EMP1924,Jackson Wilson,45,Non-Binary,jackson.wilson@company.in,8173218944,Mumbai,India,Product,Senior PM,Intern,BE/BTech,10-04-2020,,3,1243695,19.48,Outstanding,5,9,190.53,Yes,2013,EMP1613,6,0.5,High,CAD,linkedin.com/in/jacksonwilson772,
EMP3739,Meena Kumar,33,Male,meena.kumar@corp.com,9.18514E+11,Delhi,India,Finance,Finance Manager,Part-Time,High School,24-Aug-10,,13,"â‚¹1,327,456",22.52,Outstanding,10,28,199.42,FALSE,2023,EMP2553,1,3.9,High,GBP,linkedin.com/in/meenakumar882,
EMP2532,Amit Desai,27,Male,amit.desai@hotmail.com,9.18227E+11,London,UK,Operations,Operations Analyst,Full-Time,Master's,24-02-2014,31-08-2024,9,687709,7.54,Good,6,29,102.58,TRUE,2023,EMP1158,6,2.9,Low,GBP,linkedin.com/in/amitdesai490,
EMP2784,Mason Johnson,41,Prefer not to say,mason.johnson@corp.com,8239194659,Sydney,Australia,Marketing,CMO,Part-Time,Associate,11-Nov-23,,0,1668196,14.26,,0,4,128.8,FALSE,2012,EMP2172,20,4.7,Medium,INR,linkedin.com/in/masonjohnson502,09-08-2025
